"","trim.16r.gtf","trim.211r.gtf","trim.218r.gtf","trim.225r.gtf","trim.227r.gtf","trim.235r.gtf","trim.236r.gtf","trim.244r.gtf","trim.253r.gtf","trim.34r.gtf","trim.43r.gtf","trim.61r.gtf","trim.71r.gtf","trim.76r.gtf","trim.82r.gtf","trim.86r.gtf"
"Peve_00027721",121,364,70,0,359,53,155,39,229,0,0,201,9,57,0,40
"Peve_00014040",0,482,16,0,2312,0,442,0,616,0,0,105,84,14,0,191
"Peve_00014042",0,763,206,0,523,61,324,0,1140,0,0,270,0,41,18,272
"Peve_00008371",0,588,196,0,308,255,0,43,481,0,0,329,0,126,23,189
"Peve_00008379",0,359,176,0,398,0,539,63,757,0,0,140,45,39,12,107
"Peve_00002187",0,24,18,0,92,3,12,0,65,0,0,23,0,13,0,11
"Peve_00000979",172,355,67,157,461,0,338,93,24,0,15,118,0,88,8,94
"Peve_00000975",0,1948,35,0,1036,0,0,502,51,0,0,460,178,170,24,286
"Peve_00002188",0,4023,785,0,15031,369,2294,214,491,0,0,423,0,156,0,852
"Peve_00021076",0,3082,354,0,3582,0,503,120,662,0,0,0,0,1248,0,236
"Peve_00021071",0,2567,600,0,1721,129,95,215,323,0,0,30,93,240,0,401
"Peve_00025764",107,736,305,0,700,0,541,35,835,0,0,104,0,93,5,378
"Peve_00025766",0,445,173,0,545,91,0,100,20,0,0,106,0,32,6,60
"Peve_00025763",0,682,104,0,408,0,377,0,460,0,0,55,0,65,0,145
"Peve_00040355",0,217,63,9,267,76,295,170,147,0,0,378,43,200,50,56
"Peve_00040350",2,23,10,0,29,0,86,63,17,0,0,21,42,49,8,13
"Peve_00040351",156,6,3,0,44,0,48,19,19,33,0,12,7,30,7,5
"Peve_00020585",0,3680,1044,0,4238,327,1424,410,2302,0,0,1672,305,704,51,1061
"Peve_00020584",0,1295,233,0,1113,55,317,0,643,0,0,283,29,131,0,193
"Peve_00003273",376,7127,1087,0,13870,734,1047,2023,2177,41,65,2494,280,1687,107,951
"Peve_00003276",15,1099,101,15,1525,9,181,98,287,0,0,551,2,115,0,133
"Peve_00003274",0,162,31,0,321,0,0,183,195,0,0,46,0,15,2,15
"Peve_00016355",196,188,7,0,152,0,0,98,8,0,0,91,0,39,12,73
"Peve_00006982",0,924,146,0,856,113,494,0,497,0,0,493,0,376,0,260
"Peve_00006980",0,57,0,0,89,27,0,0,16,0,19,106,75,50,28,30
"Peve_00006989",0,77,66,0,141,0,23,0,54,0,0,52,0,76,4,19
"Peve_00006988",0,2580,243,0,2974,222,488,290,1388,0,0,1154,103,289,31,555
"Peve_00030835",0,202,77,0,144,0,82,6,120,0,0,275,0,13,12,49
"Peve_00020842",57,6376,549,0,6310,217,1757,677,2349,0,0,1634,378,829,114,184
"Peve_00020843",537,5778,642,27,3601,240,893,439,1231,0,0,559,62,317,44,626
"Peve_00020841",0,560,135,0,210,48,265,214,666,0,0,222,0,202,10,151
"Peve_00030830",0,763,75,48,408,92,395,0,264,0,0,274,0,94,0,155
"Peve_00040828",66,340,109,0,95,0,530,0,415,0,0,42,0,115,0,44
"Peve_00040829",0,1210,630,0,1733,131,408,308,824,0,0,783,90,204,9,703
"Peve_00040825",0,1316,287,0,814,0,628,145,822,0,0,235,0,177,8,337
"Peve_00040822",0,386,35,0,486,0,0,100,181,0,0,685,0,57,12,136
"Peve_00040821",0,658,112,0,439,51,682,203,558,0,0,132,0,171,0,67
"Peve_00042799",0,700,88,0,368,0,331,0,95,0,0,95,38,0,44,109
"Peve_00004729",0,1439,257,0,1113,0,1026,546,1127,0,0,880,138,264,32,489
"Peve_00004728",34,307,2,0,273,0,621,167,590,0,0,34,0,197,7,47
"Peve_00004724",196,6507,839,0,3726,117,893,656,3292,0,0,1414,227,214,53,1132
"Peve_00004727",0,2852,606,0,1835,256,602,311,2025,0,0,1012,204,262,84,849
"Peve_00004726",0,402,87,0,290,0,222,225,391,0,0,224,0,24,0,25
"Peve_00004720",0,503,207,0,312,58,442,234,244,0,0,16,46,163,11,255
"Peve_00004722",155,1893,395,0,2085,113,448,248,1431,0,0,560,340,386,76,569
"Peve_00044309",0,791,147,0,675,68,88,67,387,0,0,100,0,56,38,192
"Peve_00044308",0,1919,818,0,2484,203,730,261,1617,0,0,1224,337,259,109,642
"Peve_00030838",0,664,568,0,529,40,174,0,695,0,0,104,0,53,0,88
"Peve_00044303",0,1089,284,0,1127,0,663,72,846,0,0,289,0,200,27,177
"Peve_00044302",0,1338,228,0,1581,100,175,224,636,0,0,341,0,111,18,220
"Peve_00044301",0,746,279,0,716,0,607,0,843,0,0,183,144,112,35,214
"Peve_00044300",0,219,95,0,439,26,205,176,140,0,0,163,0,0,0,78
"Peve_00044307",0,336,47,0,267,0,317,0,94,0,0,127,0,98,22,31
"Peve_00044305",0,86,30,0,181,42,42,0,38,0,0,61,49,90,0,59
"Peve_00044304",164,1998,264,0,3487,119,684,94,981,0,0,564,84,203,20,266
"Peve_00042464",437,387,46,0,375,0,584,0,21,52,0,0,0,661,0,7
"Peve_00042465",0,2529,138,0,954,27,1559,148,1166,26,0,895,0,173,29,57
"Peve_00042460",0,162,104,0,239,0,146,0,16,0,0,151,0,0,12,151
"Peve_00042461",0,1697,341,0,827,180,118,246,92,0,0,250,130,170,35,253
"Peve_00042463",111,3682,211,0,141,55,642,388,702,0,0,384,96,318,15,168
"Peve_00042468",0,5160,740,0,5531,197,1803,303,3190,0,0,951,0,333,22,783
"Peve_00042469",0,458,147,0,537,0,192,340,229,0,0,91,154,118,17,312
"Peve_00002604",0,1305,269,0,822,83,0,0,0,0,0,160,61,174,0,49
"Peve_00002607",32,10377,1864,0,2824,538,3000,1868,11919,0,0,1592,863,472,129,806
"Peve_00002600",63,2281,145,0,732,128,0,447,382,0,0,741,0,75,60,439
"Peve_00002608",46,1659,137,0,893,24,117,175,176,0,0,403,100,198,0,119
"Peve_00008725",0,630,101,0,667,27,264,79,621,0,0,361,67,309,10,198
"Peve_00008724",54,532,131,0,554,0,1303,65,1095,0,0,465,67,314,26,146
"Peve_00008728",0,11026,1587,0,7347,357,5094,1255,5656,0,0,4901,688,726,255,3174
"Peve_00000113",0,436,117,0,524,92,68,113,272,0,0,251,0,115,16,91
"Peve_00000116",0,856,95,0,1621,107,947,0,858,0,0,186,0,75,0,235
"Peve_00000114",135,1872,198,0,8572,0,841,0,1319,0,0,418,161,1327,18,174
"Peve_00000115",72,664,153,0,1139,0,1361,103,706,0,0,512,0,131,24,188
"Peve_00000118",0,705,81,0,380,0,186,0,393,0,0,402,54,49,0,202
"Peve_00039980",53,653,72,0,635,0,79,102,272,0,0,51,62,81,0,29
"Peve_00018354",0,8924,2001,0,10451,401,2764,1110,3716,0,0,2934,526,874,161,2277
"Peve_00018357",19,81,55,2,74,144,17,211,7,15,4,177,280,216,86,89
"Peve_00018356",0,555,136,0,374,0,465,120,318,0,0,166,0,85,14,117
"Peve_00018353",42,121,51,0,183,0,87,0,0,0,0,160,0,92,0,62
"Peve_00019911",0,42,13,0,75,0,67,249,11,0,0,52,55,29,58,14
"Peve_00006619",0,545,72,0,624,183,158,113,0,0,0,119,0,163,0,106
"Peve_00001644",0,874,141,0,171,181,150,117,272,0,0,0,0,25,0,198
"Peve_00006613",0,903,49,0,938,0,221,0,172,0,0,367,0,177,0,150
"Peve_00001643",0,365,152,0,339,105,198,101,244,0,0,232,0,81,9,71
"Peve_00028516",0,285,58,0,1760,74,583,2,393,0,0,185,33,37,0,166
"Peve_00023090",116,824,184,0,924,130,276,0,415,0,0,317,75,81,0,136
"Peve_00023091",170,587,99,0,5132,85,478,293,391,0,0,327,56,375,0,206
"Peve_00035189",0,625,82,0,520,0,121,44,454,0,0,148,18,0,0,52
"Peve_00030358",0,437,34,0,284,0,159,0,52,0,0,195,0,30,30,97
"Peve_00007568",0,927,494,0,1314,59,53,298,62,0,0,534,57,42,93,497
"Peve_00007569",0,669,319,0,1178,19,438,96,342,0,0,262,94,154,38,506
"Peve_00035456",0,352,50,0,320,41,174,0,261,0,0,133,0,46,0,68
"Peve_00035454",0,1968,549,0,2590,0,313,241,1093,0,0,1492,21,389,45,505
"Peve_00035453",53,5741,817,11,3091,266,746,581,818,0,0,1897,232,411,96,1671
"Peve_00038298",0,3575,487,0,2216,239,37,303,5546,0,0,756,173,0,45,403
"Peve_00038299",0,273,16,0,75,24,123,48,179,0,0,105,27,12,0,88
"Peve_00038290",36,3335,868,0,2241,396,1095,1201,1805,0,0,1207,174,319,147,678
"Peve_00036196",0,8359,41,0,1169,221,5283,416,6122,0,16,741,17,0,0,445
"Peve_00036194",45,7693,308,0,7722,970,7429,971,4575,0,0,4253,103,407,119,83
"Peve_00036192",0,3124,1174,0,2262,403,1415,643,2838,0,0,1024,226,531,81,826
"Peve_00036191",0,463,150,0,131,0,390,149,273,0,0,49,0,16,0,132
"Peve_00036198",0,348,150,0,245,0,191,0,319,0,0,144,0,142,0,245
"Peve_00032867",0,2356,364,0,2029,147,503,0,841,0,0,712,30,295,0,243
"Peve_00032866",0,354,26,0,145,50,388,21,563,0,0,126,35,43,8,85
"Peve_00032865",0,381,52,0,349,0,286,26,441,0,0,218,0,0,0,75
"Peve_00032864",0,524,120,0,206,12,184,166,664,0,0,150,0,42,13,44
"Peve_00032863",0,660,243,0,643,25,164,0,508,0,0,381,0,136,0,162
"Peve_00032862",0,198,30,0,111,33,132,43,133,0,0,193,0,57,4,38
"Peve_00032861",0,1342,325,0,1279,153,861,407,1070,0,0,883,0,353,0,338
"Peve_00032860",109,523,127,0,575,0,319,0,431,0,0,282,49,0,0,161
"Peve_00032869",36,1060,218,0,860,126,0,115,127,0,0,779,131,112,0,318
"Peve_00032868",168,729,163,0,664,0,0,0,81,0,0,641,61,105,0,221
"Peve_00029649",0,1700,207,0,2449,0,310,106,265,0,0,101,67,168,56,378
"Peve_00029648",0,253,242,0,276,104,88,100,123,0,34,0,37,48,5,97
"Peve_00029640",0,2158,66,0,443,0,1431,0,3081,0,0,247,35,42,56,578
"Peve_00029645",0,1294,410,0,2526,64,1429,217,1187,0,0,881,0,497,7,191
"Peve_00029644",0,3283,809,0,2319,303,1069,679,2914,0,0,1286,198,244,51,988
"Peve_00038838",0,1000,207,0,57,0,240,280,20,0,0,857,59,315,68,109
"Peve_00038839",0,755,95,0,471,0,248,0,431,0,0,172,0,95,0,146
"Peve_00038836",0,1503,420,0,1255,165,1264,373,1293,0,0,648,152,170,64,616
"Peve_00038834",0,1241,37,32,1215,234,3874,310,30183,0,0,1011,377,23,11,3173
"Peve_00038835",45,501,46,0,319,42,0,236,169,0,0,76,0,48,0,89
"Peve_00034329",0,292,59,0,236,0,133,0,227,0,0,40,0,40,36,56
"Peve_00033111",204,12527,2182,0,8144,1421,3591,1823,6548,0,32,4291,350,1260,271,2189
"Peve_00034323",0,149,30,0,42,0,308,0,766,0,0,68,0,58,25,36
"Peve_00034321",0,548,43,0,483,22,494,174,774,0,0,48,0,34,0,104
"Peve_00002345",51,126,21,0,135,0,84,0,49,0,0,61,0,56,0,15
"Peve_00032249",0,3578,450,0,3996,299,622,340,1601,0,0,1666,53,607,0,805
"Peve_00032248",57,1844,250,0,1299,149,1131,187,1251,0,0,951,0,425,17,386
"Peve_00032243",257,1054,266,13,907,0,900,358,1809,0,0,553,46,235,0,242
"Peve_00032241",129,1272,359,0,1152,106,322,0,1083,0,0,528,106,200,0,271
"Peve_00032247",260,10310,1415,0,8028,394,3024,1699,3694,0,34,2744,271,1595,92,1450
"Peve_00032244",0,688,124,0,279,0,0,180,594,0,0,47,0,206,0,103
"Peve_00022118",24,303,18,0,305,0,107,55,129,0,0,200,48,61,4,49
"Peve_00022119",0,830,226,0,2166,90,755,184,776,0,0,293,63,89,0,195
"Peve_00022113",0,219,139,0,181,59,254,73,132,0,0,72,141,79,17,70
"Peve_00002343",0,46,12,0,39,20,9,0,31,0,0,15,0,6,14,18
"Peve_00037749",0,762,153,0,515,90,196,0,415,0,0,123,0,65,0,237
"Peve_00037748",0,1245,204,0,619,60,464,266,913,0,0,317,0,112,8,370
"Peve_00037741",73,3359,762,0,4982,140,2728,458,1678,0,0,1715,92,901,0,664
"Peve_00037743",25,12669,1689,0,17963,427,6278,2286,8416,0,0,4869,180,1890,105,2352
"Peve_00037745",0,1051,245,0,730,0,173,0,384,0,0,237,0,90,0,119
"Peve_00037744",545,115354,32590,189,131443,12404,68986,21700,103696,227,0,48021,7333,20247,1707,34755
"Peve_00037747",115,8333,1764,0,5999,653,8743,1482,8947,0,0,4798,763,1746,181,2192
"Peve_00037746",0,858,69,0,389,4,356,0,399,0,0,106,35,35,0,88
"Peve_00023645",287,4324,772,0,17202,174,1085,628,2470,0,0,1285,171,575,55,749
"Peve_00024616",0,222,69,0,351,125,0,0,0,0,0,64,36,208,51,61
"Peve_00023647",289,344,0,0,506,0,230,0,212,0,0,266,0,145,27,65
"Peve_00023646",0,409,50,0,800,0,158,118,87,0,0,474,45,79,0,95
"Peve_00000951",0,1142,417,0,746,68,609,239,1068,0,0,587,57,87,44,290
"Peve_00023649",0,1828,459,0,2973,131,675,195,1639,0,0,1470,200,262,63,1016
"Peve_00023648",0,1504,212,0,1328,0,754,189,1195,0,0,598,0,262,31,269
"Peve_00011585",71,290,40,3,330,15,7,35,14,0,3,121,72,83,8,21
"Peve_00011583",573,5390,709,0,2618,469,682,468,4775,0,0,2526,0,1525,21,2071
"Peve_00011581",0,378,164,0,491,0,170,297,476,0,0,309,33,100,0,46
"Peve_00011580",0,239,31,0,203,0,0,0,110,0,0,73,106,44,0,80
"Peve_00011589",157,2786,169,87,2010,222,542,553,3648,0,68,1331,0,749,109,164
"Peve_00023390",0,4037,1446,0,2930,103,356,213,718,0,0,215,513,445,108,844
"Peve_00023396",0,460,45,0,234,26,59,0,279,0,0,80,0,0,17,28
"Peve_00006786",0,3323,261,0,848,139,561,434,1029,0,0,708,0,435,45,1128
"Peve_00018578",47,30,66,0,133,0,210,0,122,0,21,50,0,18,3,3
"Peve_00009092",0,781,111,0,711,67,51,101,234,0,0,434,0,123,0,302
"Peve_00002332",0,436,176,0,425,73,160,100,213,0,0,97,97,78,3,61
"Peve_00010186",0,1580,279,0,2059,144,512,361,1072,0,0,549,146,271,4,349
"Peve_00022931",336,1122,181,65,1653,156,1316,178,1235,0,0,666,118,123,0,274
"Peve_00038379",156,1204,267,0,1003,32,390,153,1034,0,0,633,0,165,41,303
"Peve_00038378",27,441,344,0,194,33,622,61,197,0,0,110,34,61,45,94
"Peve_00038370",0,747,203,0,375,71,235,212,698,0,13,344,0,35,10,205
"Peve_00017320",8,648,64,0,501,3,43,94,306,0,0,290,37,121,0,81
"Peve_00017323",0,264,41,0,391,0,144,0,127,0,0,63,0,47,0,43
"Peve_00017322",64,568,124,0,838,107,0,0,223,0,0,350,144,217,0,94
"Peve_00014668",0,673,115,0,155,0,480,0,669,0,0,67,71,0,15,198
"Peve_00014664",282,1652,235,0,806,147,335,334,382,0,0,437,0,440,0,321
"Peve_00014666",26,88,24,0,62,0,59,0,38,0,0,16,0,0,0,16
"Peve_00044147",0,234,56,0,92,0,69,0,181,0,0,31,13,17,0,26
"Peve_00041312",0,1613,429,0,1828,199,748,247,846,0,0,628,188,274,69,495
"Peve_00044143",0,585,68,0,304,0,321,0,411,0,0,0,0,197,18,238
"Peve_00044142",130,14376,2799,0,20673,1094,5207,2100,7833,0,41,3811,682,1393,194,2990
"Peve_00041319",0,526,301,0,370,61,260,0,453,0,0,107,137,71,48,202
"Peve_00042666",206,6071,1569,0,3273,592,2171,1096,4746,0,0,1952,145,521,78,1475
"Peve_00042665",0,73,9,0,66,19,54,22,21,0,0,45,0,47,0,30
"Peve_00010771",202,2719,413,0,2376,0,1085,237,2135,0,0,693,0,529,47,508
"Peve_00016740",0,1406,233,0,875,144,871,268,1170,0,0,527,151,144,43,445
"Peve_00016741",0,1464,317,0,2280,412,766,0,474,0,0,795,72,90,21,463
"Peve_00016743",0,643,158,3,940,0,186,31,349,0,0,332,41,53,0,176
"Peve_00026138",0,2595,458,0,1042,0,187,0,609,0,0,414,49,0,16,257
"Peve_00016746",116,1487,234,0,2558,69,830,0,984,0,0,457,85,551,0,313
"Peve_00016747",415,1918,191,73,3221,0,1098,410,1009,76,0,872,0,187,0,295
"Peve_00016748",36,2015,453,0,1041,133,655,72,557,0,0,452,57,211,8,269
"Peve_00026136",117,4430,521,0,2611,204,423,448,1934,0,0,1449,214,237,0,908
"Peve_00026137",0,821,60,0,565,0,788,447,641,0,0,608,26,134,15,169
"Peve_00026131",0,393,89,62,21,0,395,0,611,0,0,511,0,0,12,31
"Peve_00044495",177,14066,4362,0,11535,1359,10086,3259,14028,0,0,4049,625,1080,300,3363
"Peve_00044498",0,117,89,0,0,143,60,99,281,0,0,12,0,47,8,3
"Peve_00000750",998,10120,2212,166,10080,349,2791,1465,6888,0,0,4595,591,1381,53,1962
"Peve_00000751",809,1018,343,161,1548,114,1199,0,1372,0,0,1091,123,207,34,121
"Peve_00010967",1112,1768,102,233,3993,0,454,380,628,122,51,1026,0,544,56,245
"Peve_00004446",0,47,38,0,144,0,17,0,24,0,0,0,31,24,0,74
"Peve_00012960",0,1105,638,0,254,59,321,307,310,0,0,0,64,0,0,97
"Peve_00041707",145,3352,2801,0,6770,393,440,966,3196,0,0,684,401,3493,134,884
"Peve_00041700",1271,21390,5002,0,23330,2257,3709,3954,8049,0,41,4515,1525,4273,748,2743
"Peve_00012965",46,1709,237,0,1077,32,590,239,1159,0,0,291,51,57,47,432
"Peve_00039217",0,7626,762,0,2481,110,361,274,878,0,0,378,122,0,20,1214
"Peve_00039210",0,282,29,0,380,0,187,170,198,0,0,322,36,48,12,161
"Peve_00039213",0,317,64,0,252,0,153,67,240,0,0,102,0,43,2,15
"Peve_00039219",0,1059,102,0,1473,0,226,229,179,0,0,99,0,134,22,46
"Peve_00039218",0,1732,524,0,7162,113,451,684,912,0,0,568,0,936,0,500
"Peve_00015212",35,19274,4496,0,18888,1143,9115,1978,13580,1,0,3205,570,1705,128,4809
"Peve_00015216",39,234,113,0,235,0,142,39,236,0,0,0,0,67,0,54
"Peve_00015215",0,1975,292,0,2181,219,420,298,720,0,0,1194,42,226,24,395
"Peve_00001089",0,612,98,0,345,74,218,0,341,0,0,179,86,117,0,146
"Peve_00001088",0,429,122,0,188,116,106,0,137,0,0,28,0,0,0,91
"Peve_00001086",30,834,193,0,992,91,278,162,631,0,0,259,0,35,0,495
"Peve_00001085",65,530,56,68,324,0,142,200,403,0,0,397,91,62,0,165
"Peve_00001083",1745,2585,340,62,2514,183,1785,195,1313,71,22,923,75,237,0,311
"Peve_00001082",0,235,61,0,144,0,78,0,251,0,0,123,37,18,15,71
"Peve_00001081",0,1153,121,0,1380,0,621,105,671,0,3,439,88,536,12,200
"Peve_00001080",0,765,65,0,997,0,100,253,387,0,0,132,0,82,0,112
"Peve_00018882",0,149,41,0,228,0,19,40,0,0,0,36,0,108,13,6
"Peve_00018886",0,1635,470,0,910,185,696,127,1313,0,0,752,138,208,14,475
"Peve_00020268",0,2825,365,0,1858,108,819,0,1346,0,0,989,0,222,0,789
"Peve_00020266",801,5618,1440,109,9079,515,4304,1181,5509,0,19,4736,322,1798,195,1642
"Peve_00020267",0,579,193,0,1006,95,250,0,523,0,0,400,36,133,59,185
"Peve_00020262",0,1233,94,0,738,115,134,193,880,0,0,483,0,52,0,231
"Peve_00020263",0,1224,235,0,1090,0,664,0,711,0,0,741,0,119,0,231
"Peve_00020260",121,4056,976,0,5080,190,604,525,2637,0,0,1848,138,870,27,809
"Peve_00020261",0,5295,846,0,4045,183,2137,160,2550,0,0,1046,114,319,0,747
"Peve_00016378",0,325,33,0,424,0,0,90,80,0,0,135,0,79,0,78
"Peve_00044963",0,811,217,0,1742,100,167,170,813,0,0,203,61,139,0,177
"Peve_00044962",0,6047,1362,0,8702,212,23872,654,8741,0,0,1898,46,2488,33,813
"Peve_00044961",0,768,157,0,636,125,67,157,12,0,0,462,39,65,33,529
"Peve_00044966",0,2209,455,0,2828,124,871,190,1138,0,0,746,76,371,17,517
"Peve_00044965",0,4927,578,0,1906,196,545,430,2755,114,0,647,145,405,179,1085
"Peve_00002066",0,193,23,0,154,0,43,9,155,0,0,49,12,13,2,47
"Peve_00002068",0,240,76,0,233,56,10,0,284,0,0,196,0,46,7,93
"Peve_00041872",0,2356,457,0,2334,192,910,360,1125,0,0,1261,56,428,40,539
"Peve_00041870",117,8617,816,10,6357,286,1336,0,4346,0,0,1652,199,366,163,1885
"Peve_00041871",0,345,49,0,272,59,150,86,274,0,0,14,15,56,27,70
"Peve_00041876",0,867,284,0,863,114,327,0,871,0,0,469,78,62,0,194
"Peve_00041877",0,184,31,0,89,6,146,66,238,0,0,62,41,6,0,63
"Peve_00041875",0,4307,850,26,4111,498,1566,555,2995,0,0,2217,233,734,0,1186
"Peve_00007157",38,4117,699,9,1897,365,0,481,66,0,0,939,420,46,243,947
"Peve_00007156",130,23352,3540,0,19856,1508,64,4770,161,28,0,7874,1739,136,1002,6341
"Peve_00001589",0,2435,588,0,1313,115,719,365,1203,0,0,1017,134,401,17,471
"Peve_00001879",0,4152,634,0,513,0,2073,671,2514,0,0,2635,310,310,145,2237
"Peve_00001877",0,3856,966,0,3148,279,1492,609,3099,0,0,952,328,427,48,562
"Peve_00001875",0,935,247,0,1815,201,524,188,614,0,0,150,35,79,9,131
"Peve_00001872",76,1050,470,0,834,303,616,435,942,0,0,636,101,278,49,420
"Peve_00001873",0,615,84,0,947,148,778,167,670,0,0,296,0,135,14,141
"Peve_00001870",0,340,85,0,204,0,201,0,371,0,0,67,42,29,9,76
"Peve_00001871",0,464,242,0,281,0,382,207,394,0,0,140,0,14,0,66
"Peve_00003563",0,428,111,0,401,0,267,0,203,0,0,397,0,95,0,76
"Peve_00003560",16,1587,402,0,1575,0,1157,668,1434,0,0,923,68,340,27,286
"Peve_00003566",0,5363,1499,0,5623,546,1244,1149,2795,0,0,1990,507,847,296,1412
"Peve_00007840",0,157,54,26,11,0,28,0,0,0,0,154,0,46,0,15
"Peve_00007842",5,200,34,0,352,52,25,54,35,15,0,132,40,96,9,35
"Peve_00007846",0,472,168,0,643,0,152,71,293,0,0,212,0,115,0,143
"Peve_00007849",1159,68589,17252,369,119452,7269,58308,15459,55094,478,0,40190,3841,19850,1073,16323
"Peve_00000184",0,602,94,0,428,107,419,0,4591,0,0,245,0,89,0,144
"Peve_00018584",0,510,221,0,532,0,289,192,210,0,0,89,0,42,0,69
"Peve_00018587",5047,7681,595,211,6911,270,2546,936,4403,21,114,3603,264,866,92,634
"Peve_00028230",23,949,164,0,1070,116,356,125,903,0,0,412,0,85,0,103
"Peve_00028234",90,1698,298,0,2060,240,822,91,467,0,38,486,0,217,0,208
"Peve_00028237",34,1130,197,0,1280,67,1480,99,946,0,0,544,0,196,0,271
"Peve_00005579",0,754,320,0,374,0,524,0,1142,0,0,182,67,103,6,254
"Peve_00005578",0,1485,397,0,1088,0,611,340,800,0,0,375,78,312,50,458
"Peve_00005576",295,41664,8324,0,27051,2646,8920,5415,28761,0,0,13438,1251,3753,506,7204
"Peve_00005574",184,5804,1192,18,4234,374,1374,1259,3446,89,10,2344,366,862,118,1105
"Peve_00005572",0,713,126,0,655,63,0,0,0,0,0,47,0,124,21,206
"Peve_00005571",0,256,20,0,195,47,13,116,13,0,0,98,0,18,0,104
"Peve_00005570",0,4430,627,0,5518,208,1771,737,1916,0,0,1682,0,671,107,813
"Peve_00034546",0,824,327,0,254,21,147,324,423,0,0,436,82,23,15,96
"Peve_00009444",255,72,61,0,256,0,0,119,0,0,0,0,0,151,27,19
"Peve_00009443",0,193,133,0,484,0,0,94,836,0,0,395,84,19,39,485
"Peve_00018146",213,51529,17774,67,57609,3150,11123,8758,26051,88,57,17087,3743,6320,691,11774
"Peve_00018147",177,1501,192,0,1440,161,339,155,279,0,0,384,62,166,43,147
"Peve_00018149",89,103,0,0,222,52,53,0,100,0,0,96,0,49,0,59
"Peve_00029690",0,2620,1046,0,6737,371,961,640,824,0,0,1118,28,158,14,902
"Peve_00037168",0,370,102,0,288,0,53,0,87,0,0,229,0,100,0,126
"Peve_00038319",0,118,41,0,352,43,74,230,111,0,0,55,17,52,0,116
"Peve_00037163",0,379,158,0,487,105,0,3,67,0,0,161,0,97,2,206
"Peve_00037162",0,801,64,0,725,106,524,148,515,0,0,367,0,55,0,165
"Peve_00038312",0,726,349,0,1020,54,159,299,921,0,0,344,148,153,41,288
"Peve_00011435",0,127,110,0,119,43,0,0,83,0,0,85,0,45,0,52
"Peve_00028497",0,1515,248,0,1693,0,187,158,142,0,0,600,50,267,16,311
"Peve_00028493",0,318,147,0,161,0,389,191,606,0,0,184,67,97,0,158
"Peve_00024050",0,4898,1354,0,3715,898,2171,854,2852,0,0,2593,348,554,70,1386
"Peve_00011439",0,1155,129,0,361,50,0,81,0,0,0,248,0,44,26,98
"Peve_00023861",54,566,128,0,448,176,38,359,469,0,0,150,106,125,0,128
"Peve_00023860",0,382,85,0,449,0,0,262,0,0,0,210,97,13,0,255
"Peve_00023863",0,3920,654,0,1952,162,560,436,2207,0,0,1065,259,355,17,623
"Peve_00023862",0,858,209,0,402,67,73,240,608,0,0,554,81,68,67,200
"Peve_00015831",0,581,84,0,407,40,34,0,104,0,0,69,17,4,4,45
"Peve_00028720",0,650,73,0,630,28,131,0,271,0,0,159,18,160,0,73
"Peve_00028724",0,1092,165,0,911,0,518,242,569,0,0,168,0,168,24,239
"Peve_00033099",0,405,253,0,763,0,315,77,484,0,0,265,209,264,0,428
"Peve_00033098",0,437,164,0,275,0,161,0,71,0,0,182,46,27,0,60
"Peve_00033096",0,115,67,0,174,0,0,0,88,0,0,112,0,26,13,45
"Peve_00033091",0,799,206,0,476,83,294,0,463,0,0,222,0,16,0,101
"Peve_00030670",0,901,244,0,571,47,257,152,686,0,0,431,0,133,0,225
"Peve_00030672",0,299,158,0,156,93,171,136,65,0,0,352,58,126,21,287
"Peve_00030675",0,526,235,0,563,201,290,0,512,0,0,363,0,164,14,191
"Peve_00030676",0,224,36,0,158,0,134,0,151,0,0,123,0,33,0,53
"Peve_00030677",0,672,235,0,808,0,143,147,314,0,0,364,134,105,5,218
"Peve_00033329",14,3097,247,47,3767,0,736,342,2109,0,0,1396,41,652,0,576
"Peve_00033324",0,13,44,0,13,70,50,0,0,0,0,0,55,46,12,42
"Peve_00036787",0,22,2,0,2,39,8,15,15,28,0,12,24,4,2,19
"Peve_00036784",0,982,302,0,1515,0,585,0,395,0,0,0,76,297,10,246
"Peve_00036785",0,436,76,0,355,0,108,44,290,0,0,440,28,107,23,113
"Peve_00036783",0,1825,307,0,1871,91,0,296,0,0,0,347,0,71,38,342
"Peve_00036788",2418,7366,1349,144,7200,530,1837,1310,4979,0,0,3482,452,897,131,1503
"Peve_00015220",0,4657,581,36,6971,240,2816,692,3421,0,29,2278,135,1337,46,847
"Peve_00044324",0,739,281,0,1221,35,263,130,337,0,0,337,0,32,0,94
"Peve_00031789",225,2360,469,2,6523,430,353,560,941,0,3,481,88,459,3,534
"Peve_00022094",0,1225,236,0,690,43,756,138,807,0,0,282,0,131,30,225
"Peve_00022093",161,477,114,0,408,0,358,168,952,0,0,577,0,104,0,162
"Peve_00031786",134,1645,317,60,1318,349,1311,630,1547,0,84,506,120,352,58,372
"Peve_00044323",0,383,47,0,628,51,174,0,293,0,0,162,0,57,2,122
"Peve_00044322",0,190,79,0,71,0,9,160,16,0,0,19,0,175,20,26
"Peve_00012959",0,1702,316,0,1486,380,240,321,1340,0,0,392,0,6,17,232
"Peve_00012958",1454,1854,181,30,3397,0,1703,482,1539,79,0,1127,89,879,10,456
"Peve_00012952",0,420,59,0,561,236,389,397,265,0,0,200,77,249,72,66
