"trim.321RA.gtf","trim.331RA.gtf","trim.336R.gtf","trim.370R.gtf","trim.380R.gtf","trim.410R.gtf","trim.414R.gtf","trim.419R.gtf","trim.468R.gtf","trim.512R.gtf","trim.549R.gtf","trim.568R.gtf","trim.571R.gtf","trim.581R.gtf","trim.586R.gtf"
1165,652,323,279,302,466,994,1070,695,908,519,335,163,123,656
6704,1618,6686,8608,5433,4177,7605,1815,1805,3005,4884,14193,2557,2746,1224
314,98,136,6,55,229,701,309,66,216,153,152,74,0,296
4935,714,3012,111,1561,1620,2307,84,3436,1570,220,456,86,25,74
1164,375,160,0,420,158,569,473,200,443,255,77,241,0,279
3652,1259,2065,119,1520,483,356,1195,1050,1541,1316,1639,733,239,319
88471,92605,77868,36637,114654,109131,55371,87405,81337,115579,117273,119507,31031,21727,50006
12792,11890,6854,1026,10046,3532,4798,9143,7182,12637,5915,8721,6450,985,9687
889,647,448,77,734,169,277,702,783,660,492,448,571,71,379
1790,1106,761,413,1741,910,1340,1690,1476,1370,1410,2828,780,406,907
3850,3741,3297,418,4299,1362,2044,4035,4203,4890,2378,4170,1593,440,2497
8158,4398,4428,280,3630,1014,5306,4285,2230,1985,2512,271,2805,354,3027
373,289,81,92,182,115,160,151,294,123,99,19,43,0,18
2631,1900,2824,686,3581,823,1490,3445,1444,4216,1722,956,1091,433,2600
14507,12724,5190,2538,6807,3447,7357,13061,5458,11471,6621,5622,2724,1258,6290
4780,4829,17801,665,11815,1772,925,5875,9676,14541,10198,4926,6002,847,8945
0,5,0,0,30,21,33,78,28,35,28,0,42,0,53
307,437,777,1064,211,467,176,200,214,250,297,394,121,209,326
7049,6775,10187,770,9803,3126,6789,8188,6826,10474,6190,8514,3093,987,6086
42,47,32,105,7,27,134,86,57,16,67,0,18,65,0
2630,1823,538,800,1020,382,5407,2891,1321,1506,2390,413,1114,1337,1123
15938,18847,14184,1774,12907,3973,8746,10297,9018,12318,5727,7268,3168,1241,8582
749,327,512,86,513,289,638,704,335,625,727,110,297,181,609
442,393,268,0,261,70,292,478,266,522,234,0,273,0,196
2274,1149,687,511,3379,1258,1754,1182,3218,1101,1133,1105,591,220,1160
3786,3377,1581,115,2559,759,592,3960,1511,2864,1153,564,869,0,1860
1799,1044,1580,151,1843,226,429,1635,2092,1484,559,1160,707,0,1069
1143,1124,585,174,482,433,1484,878,626,753,577,1000,367,184,563
419,243,92,26,131,177,750,364,216,193,256,375,242,81,199
164,122,0,0,64,59,394,212,54,312,307,34,143,0,44
1854,1828,5786,1332,4704,1119,1164,1847,5978,3770,2727,919,2317,443,3502
5043,2348,2209,194,3256,371,435,2187,1476,3070,881,229,964,157,2211
424,417,189,68,306,157,252,368,461,579,223,37,180,51,283
278,176,245,0,147,71,174,164,228,182,82,100,93,0,156
414,130,285,331,304,229,357,240,1289,442,0,802,228,0,0
2215,1474,1464,789,1777,1343,804,2329,2311,2913,1835,1512,1101,343,802
525,598,548,0,830,176,348,418,452,1013,445,273,418,0,377
223,334,103,0,302,105,68,207,97,174,129,95,145,0,224
86,18,69,0,20,17,33,48,13,22,92,0,228,0,0
707,293,98,0,372,68,327,233,278,418,233,54,163,4,262
2669,2545,956,164,1303,674,3454,2301,1098,1701,1785,264,778,103,1628
1143,1000,1201,68,663,592,534,1135,1023,792,819,351,617,0,503
529,532,341,0,249,133,343,697,233,519,251,120,265,0,244
1232,876,727,47,1463,225,559,645,1011,1827,586,352,1046,65,1106
3839,2161,5525,431,3436,2789,5450,5836,3585,7748,5136,2602,2917,933,3557
613,127,125,0,151,56,133,162,77,158,149,306,72,36,35
739,549,476,135,573,221,1086,804,349,1107,380,86,509,66,736
38,28,0,0,8,24,41,25,0,66,44,3,71,0,0
169,265,70,56,120,58,71,169,90,233,142,303,149,0,97
147,46,38,0,4,26,189,167,0,0,72,0,37,0,33
1202,447,85,204,391,170,2099,1453,596,245,413,72,290,83,327
1361,207,119,512,241,603,2240,258,126,1106,289,415,242,123,225
71,0,0,0,86,32,0,27,0,276,65,0,133,0,105
4896,5453,13747,830,12877,3671,3332,6803,11814,12529,4491,5185,7661,625,9808
50,54,0,0,68,0,67,321,70,73,0,0,0,0,38
2839,2335,2340,460,1793,803,1763,2358,1966,2742,956,949,1337,1682,1274
1010,646,3895,473,2250,716,719,749,1841,2211,1369,1584,1196,632,1902
23419,27497,9371,1295,9693,2715,9222,22120,7959,13036,8856,2070,8612,901,13049
1333,498,737,231,1306,251,292,2333,640,823,642,250,510,111,677
1067,522,976,0,1183,333,753,1021,618,483,798,351,654,50,569
2441,2518,1550,398,2143,683,2535,2603,1875,2252,1516,1045,926,147,1769
145,306,92,67,258,55,122,256,65,251,335,383,171,0,175
22,20,3,0,30,0,31,0,134,18,25,0,82,0,0
207,214,386,53,375,85,118,199,0,227,228,180,200,0,0
3690,3341,3408,736,3440,1756,2644,4687,2710,4847,2985,3605,1701,678,4217
751,829,1397,307,1003,446,955,934,693,1233,1759,463,491,372,1002
494,1154,624,140,1249,98,289,692,652,654,592,0,741,93,686
124574,72486,142057,31179,101214,67450,63691,80334,82022,125869,80395,102998,34168,19066,52594
800,817,534,77,657,352,467,860,346,1173,556,482,535,203,1653
911,604,678,0,648,254,385,910,520,847,444,366,147,148,498
380,338,159,0,313,0,322,321,91,603,370,257,206,0,237
227,163,104,2,89,55,187,305,190,129,46,51,145,0,180
50,31,33,0,139,0,24,34,57,70,55,91,43,0,124
149,65,92,0,0,51,91,157,0,272,196,0,65,0,196
1058,914,691,89,542,717,730,311,291,131,819,641,281,222,710
8877,5811,4070,1002,3887,3583,13856,7286,3306,3801,2851,2825,2175,2233,2690
3844,2899,2425,979,2143,1083,1575,3610,1455,2664,1466,620,1044,128,1556
1069,3410,2619,366,1696,1088,1019,3409,823,3524,2455,495,476,0,1075
9783,1205,652,592,892,384,1087,874,296,3981,1076,932,415,597,785
108483,45261,17838,3800,23064,12676,21086,38575,15232,55607,9829,20060,6363,1632,8968
102,39,0,41,9,6,29,41,0,132,33,0,24,0,41
1443,644,1131,749,1270,654,747,657,807,1160,882,1958,656,230,368
41744,21707,50820,52811,63332,38029,82027,23386,96167,82635,130004,64391,27969,37985,68333
518,647,926,128,795,765,958,707,923,1908,659,886,828,47,814
943,799,195,141,352,249,4260,1043,324,494,1136,997,373,2310,199
1260,22,58,0,363,14,110,165,82,329,352,0,0,73,285
111,98,0,0,100,0,110,125,0,100,42,0,33,0,117
138,122,0,0,77,0,57,131,0,66,75,34,48,0,0
39,69,132,0,139,62,28,89,0,41,77,0,122,0,64
2624,1406,886,281,1765,736,1627,2035,2644,2506,1943,927,1545,267,1359
9735,6014,5164,3398,3126,4148,4070,4268,3077,5033,4819,3095,1637,1179,2061
435,204,292,215,382,426,203,290,328,1070,476,365,153,137,0
459,186,457,151,345,402,194,293,418,936,416,306,248,159,157
41,20,19,0,0,19,103,38,16,46,41,0,89,0,0
1276,2222,847,96,1713,205,582,1921,1182,1469,1802,134,676,0,854
1911,994,894,173,571,280,1093,826,125,979,1414,102,324,131,431
49,9,0,0,40,49,85,33,48,0,41,0,0,0,0
29,43,0,0,0,0,36,52,10,51,51,0,44,0,3
2157,1532,1076,271,1675,384,762,1619,1112,2011,843,798,499,65,698
6449,3554,2588,728,3480,1148,3342,5371,1691,3081,2102,1646,1596,665,2598
0,75,31,0,0,36,132,58,25,21,49,0,13,0,8
80,181,65,0,93,33,197,171,149,0,82,0,70,0,0
3557,3506,4056,618,3448,3055,4422,3822,1516,8921,2833,6432,2391,657,6558
42,91,175,0,26,118,54,205,376,284,72,129,0,0,255
2587,2073,1454,0,1579,536,1482,2229,1176,1982,644,1653,668,0,933
1032,150,0,0,56,33,158,35,31,134,53,0,47,0,158
553,57,0,0,410,0,189,84,0,195,0,0,105,0,278
320,220,0,0,0,59,409,185,70,104,0,0,110,0,108
2543,2787,2699,518,3848,1085,1441,4971,1001,7580,2922,3070,1389,277,3592
15,21,0,0,38,0,20,46,15,34,53,51,41,15,73
716,880,1084,75,1426,401,451,990,962,1889,626,612,352,107,841
2672,2327,1243,151,1390,402,2089,2450,1039,1783,1628,416,1432,72,1114
394,220,65,157,87,147,565,180,58,314,124,235,99,111,54
685,570,248,38,457,90,254,720,229,579,247,433,245,73,225
27,19,0,0,40,27,22,32,38,0,11,0,32,0,0
502,437,0,16,280,137,764,375,404,20,522,135,220,110,413
282,381,204,0,473,103,135,389,169,376,123,0,137,0,109
2047,1975,757,210,1716,611,1636,2009,739,1676,612,631,684,274,988
870,841,58,115,237,110,575,371,428,192,384,111,286,137,211
2140,67,143,266,78,1039,134,82,145,98,133,221,20,98,721
4034,3282,1935,743,2183,1161,3487,2470,2653,3575,1236,2998,1252,903,1649
89,138,142,0,153,55,53,293,209,177,186,122,278,67,72
3011,3424,1356,861,1759,970,2880,2763,1202,3183,1451,1322,694,272,1611
40,126,79,0,72,43,287,240,29,125,157,0,14,0,99
733,962,715,338,623,193,72,299,406,606,471,283,118,298,228
39,36,33,0,0,4,57,33,0,26,87,0,15,0,92
1860,1309,1649,859,4555,432,342,1363,3871,4368,3610,947,2294,744,3237
1745,737,444,1167,1822,520,3140,566,3154,3472,1623,726,1119,0,515
2096,2707,851,445,1172,268,130,1578,528,1979,459,670,183,70,530
668,846,337,331,1099,85,926,1162,756,1826,535,240,697,0,766
83,15,0,0,96,17,28,118,204,428,166,96,35,0,0
2771,2244,2128,477,2888,1177,2788,3350,1829,3814,1782,1260,1460,512,1862
81,109,75,0,35,60,157,41,16,14,57,0,182,0,64
132,85,103,0,0,71,173,118,111,24,153,0,215,8,29
1880,1878,1159,152,887,368,2447,2727,1065,1126,1212,641,1273,838,1470
74096,65012,38825,16702,41277,25979,53144,64897,44132,51676,23137,66428,17459,9195,34891
13,142,28,7,83,95,201,92,118,0,112,111,94,0,0
2604,2937,1094,354,1728,547,1434,2260,746,2147,1116,1179,851,149,1525
7510,5049,2071,1258,2737,1776,3852,5561,2737,2782,1724,3813,1703,915,3726
91,0,31,57,0,85,5,8,0,78,65,618,0,121,95
93,70,30,64,0,24,32,21,0,271,25,205,26,0,30
1075,229,0,51,63,221,179,80,0,335,16,370,0,208,91
1,16,0,25,71,22,51,32,39,0,57,153,32,0,0
3679,1205,395,373,866,918,3111,1516,495,1212,1237,482,637,700,371
3630,2940,2767,249,3460,1742,1302,5046,5093,7812,1887,2221,1700,187,2395
783,688,432,93,250,309,748,631,545,405,216,154,113,0,319
1825,2089,1662,446,1424,1638,3692,1953,674,2402,1330,1393,646,731,1114
806,641,375,76,365,135,350,740,176,1062,485,109,326,67,290
96,261,385,0,80,0,50,188,70,9,256,0,206,0,164
106,227,0,0,11,21,231,240,0,0,106,0,87,0,220
184,161,256,0,228,0,187,230,140,227,81,0,100,0,198
425,463,315,38,174,109,360,806,119,314,124,0,186,0,331
123,100,55,0,57,19,97,234,49,103,27,0,0,0,102
10500,9671,8651,1707,5428,5363,5622,10054,10359,16212,13265,11959,6345,3957,11312
56,76,32,0,95,21,0,57,0,50,16,0,24,0,0
1896,1398,3187,269,2792,1063,1974,1558,2106,3042,1449,2321,1600,488,2410
1141,844,606,77,958,478,807,946,1266,1372,751,863,450,71,593
138,110,0,39,80,0,207,271,87,310,109,109,129,0,91
282,150,127,0,88,40,107,202,180,129,88,203,114,0,109
46,2,9,7,65,11,10,25,0,0,64,100,11,0,19
46,420,314,58,620,41,284,182,181,153,838,83,275,0,218
140,117,120,0,177,57,81,102,90,68,76,0,116,0,21
418,506,233,0,284,103,83,784,228,259,208,54,197,0,146
96,40,373,0,230,35,127,92,74,318,151,195,37,17,108
405,41,667,0,238,69,39,182,685,1323,391,395,121,0,284
32,59,81,16,40,13,51,181,9,45,31,19,31,22,126
2604,1714,1036,38,1018,1343,2903,2233,1151,1253,949,654,687,382,614
45,111,7,0,25,0,66,75,44,48,82,0,36,0,0
33,59,0,0,33,0,10,48,0,0,26,61,25,0,26
271,133,424,64,190,145,92,101,65,174,363,0,123,130,109
10,10,43,0,37,0,0,14,34,28,35,15,0,0,0
305,1072,357,24,658,25,32,1020,382,634,219,30,212,0,660
986,760,905,156,463,568,3190,851,711,962,855,536,563,453,566
67,82,109,0,203,44,43,95,107,58,174,0,40,0,0
10,0,31,0,81,17,29,17,76,90,56,0,0,0,0
494,399,285,0,97,98,1084,190,107,355,234,156,105,122,187
1690,1349,734,250,703,649,3473,975,230,1684,620,1129,362,386,1101
1210,1938,3808,224,4563,785,1210,2758,5758,3644,2969,1058,2173,260,3313
4633,4132,3741,239,4280,2151,2682,5010,4292,3989,1627,1124,1285,604,1685
2395,1772,1949,281,1309,1169,3159,1312,948,2189,1417,1192,810,792,1032
134,92,106,0,44,51,503,183,0,116,82,0,124,0,29
42160,33524,20549,2073,19664,8142,12940,27887,17211,28336,10276,11395,7352,959,14164
14579,11092,15973,3033,17765,8672,8515,14881,22848,20121,13872,24887,14117,3362,21283
704,325,264,141,250,163,844,419,231,387,745,0,132,187,244
521,432,722,0,560,167,460,456,312,635,195,240,239,0,223
1892,2319,1435,166,2260,711,462,2506,2977,3331,1171,435,894,0,971
970,1055,381,204,752,374,786,1370,539,1970,506,387,658,80,811
438,289,707,0,406,201,299,306,181,825,598,62,277,26,115
4368,3799,2384,813,2883,1174,3494,5225,2280,4409,2792,1922,1117,581,3158
274,177,334,0,192,127,296,351,969,217,260,167,383,56,301
10580,16718,33492,4729,22370,6108,9099,14478,57421,40477,13139,23020,38446,3257,25848
1764,1022,3865,142,4390,711,409,1846,3964,3584,1409,1684,1529,36,1801
146,310,99,53,277,33,456,588,216,529,348,148,262,171,472
9996,7306,13054,707,12460,3176,3333,8787,13519,14641,6016,8361,4599,445,7774
100,4,0,0,35,0,3,32,16,19,79,0,0,0,19
770,477,607,156,1425,538,517,436,1124,1809,1167,3045,1554,48,632
24,29,17,0,21,0,111,44,0,0,57,66,15,0,11
46,33,29,0,0,0,34,43,35,17,34,0,0,0,0
1155,873,388,12,379,306,1419,1176,534,850,731,399,585,0,515
53,9,0,75,678,45,586,25,140,625,0,134,0,14,0
404,460,313,0,730,249,149,289,407,630,455,120,214,0,931
671,576,839,0,697,285,564,645,440,631,696,477,249,45,411
487,81,0,0,115,0,100,32,171,483,430,0,0,0,0
664,421,572,31,526,257,897,579,231,881,298,344,215,413,546
6363,2331,2933,1631,1630,508,3919,1642,2119,1602,2995,281,600,787,1385
276,901,709,52,549,79,465,831,423,336,187,166,330,0,270
470,27,182,0,146,0,31,122,212,98,52,0,6,0,173
113,64,31,0,44,0,60,46,9,50,46,49,40,0,47
172,201,330,16,3454,210,61,376,3948,181,1502,377,418,19,987
1792,2229,979,129,1950,400,1869,1114,1693,1249,1077,786,509,80,2543
1877,1754,1118,183,1418,263,859,3190,453,1477,622,145,365,0,565
1333,943,907,54,992,308,595,952,477,1306,465,270,338,0,598
652,622,251,135,1009,182,696,1114,71,908,503,143,437,45,572
432,0,341,0,0,0,322,301,186,245,118,0,99,0,320
1275,1268,1316,38,1680,289,515,1397,1289,1454,697,836,852,47,1358
1867,1172,2537,336,1955,1129,1185,2319,2513,1936,1381,1494,1176,373,2380
2604,1730,2908,568,3418,1298,1992,3400,3212,3969,1836,4174,1950,273,3459
2368,1020,1473,89,1112,834,2844,1541,1324,2616,1268,336,912,299,1286
39526,50112,95870,13985,109389,31871,16873,53400,174053,131983,83628,44229,52269,12650,119169
4186,1976,2657,84,1285,663,982,2017,1149,2425,1104,627,843,252,758
263,0,21,44,148,0,223,0,74,0,0,0,37,0,0
109,8,2,2,12,43,66,14,73,27,0,62,36,0,129
3529,1841,923,395,2773,1176,1764,1186,1418,2575,314,2660,1113,238,2400
328,170,117,0,137,61,189,276,156,123,169,26,117,0,165
17,78,514,0,189,103,47,120,65,252,0,0,78,0,390
877,1020,360,223,711,135,346,879,310,633,550,50,275,85,330
97,128,83,0,131,9,0,124,129,205,150,0,104,0,99
275,143,103,47,62,168,401,266,167,286,292,126,101,0,74
293,215,106,0,0,40,381,276,163,164,240,116,64,0,55
357,1624,1621,0,743,230,847,1978,451,1645,747,0,166,16,912
18156,17024,7173,1975,8116,3444,12893,20119,7648,14962,14885,3637,7318,1744,8044
438,399,134,89,303,50,138,209,98,235,309,0,78,0,59
8951,6226,1725,490,994,3257,8171,6810,3651,5215,8834,1570,3757,1309,3015
649,545,168,66,131,186,555,666,383,369,542,173,299,28,336
13,0,44,7,0,28,134,109,0,134,189,0,15,0,0
197,174,0,19,68,44,713,230,43,278,196,117,0,49,203
1932,1148,582,76,1513,452,1585,1279,267,1097,1189,1157,769,127,935
125,94,42,0,26,0,307,69,28,51,133,18,74,0,0
445,788,553,119,386,154,345,233,186,205,98,236,217,0,319
268,167,91,0,125,37,144,194,99,208,197,0,162,0,179
734,2287,1131,297,1047,167,84,1587,637,1744,414,191,371,26,790
801,2181,774,199,930,73,154,1528,505,1305,558,30,585,66,490
16613,16913,19454,2982,21057,9958,11737,14950,14515,25676,11705,14230,8580,1704,8426
191,38,34,0,51,0,69,28,0,0,74,70,22,0,0
257,30,0,0,48,63,51,32,0,25,0,0,17,0,0
10432,12277,6052,2377,8026,3894,8134,7105,5137,10059,3156,8519,2138,2251,2970
6118,4852,1377,1644,2304,969,6719,4223,1153,3229,1654,1930,741,1227,2960
309,126,132,0,140,45,277,51,108,145,188,0,193,0,41
1248,1631,861,169,1582,591,991,1825,1170,2315,823,1541,474,340,753
215,1187,1158,24,1102,111,393,328,256,750,390,0,241,0,177
170,74,0,0,62,0,40,669,16,111,0,0,0,46,0
84,147,180,0,105,47,173,218,91,310,155,74,118,35,223
1133,840,502,282,791,299,1118,1127,922,1355,959,272,943,416,894
257,205,212,0,142,159,79,168,254,363,744,378,87,38,138
454,234,859,0,764,211,232,197,373,739,477,249,528,87,322
1350,694,1275,59,866,334,447,702,788,1809,1035,766,1348,52,863
2213,2388,1445,350,1732,1193,3014,1525,1997,2064,1404,1687,742,699,1292
3355,3334,1707,1671,3896,1287,5441,4773,4375,3234,1676,2367,765,1780,4460
2330,4011,5102,783,2920,812,2005,2917,4445,7484,3507,3422,3546,393,2909
772,705,340,76,515,510,1296,749,727,739,1010,204,982,52,381
5914,6330,2868,603,2843,1925,9081,5143,2229,3830,2800,7919,1423,1225,2736
1859,1172,763,253,2503,309,1007,1351,794,1717,1753,469,970,0,1796
1705,1322,700,261,563,851,4428,1260,369,878,793,524,469,346,822
1225,1317,828,315,1615,765,963,1816,2696,2128,1551,792,1030,326,1898
516,537,347,49,418,117,423,499,206,713,275,67,116,0,321
159,100,38,13,117,19,118,152,79,124,93,0,28,0,77
1739,600,1517,139,1406,647,705,1182,1365,1396,1122,652,1050,153,922
121,19,0,0,59,13,116,0,0,49,90,0,0,0,0
293,406,639,0,187,73,84,371,184,276,101,86,87,0,188
3704,3872,2292,833,5613,4117,3081,3737,6185,9530,2614,5609,2278,1519,3402
657,528,78,35,64,111,328,198,306,153,78,165,341,0,235
1284,1070,841,52,1024,422,571,1478,925,1346,940,529,740,97,1299
588,788,597,16,695,78,186,806,304,500,322,269,322,124,175
115,210,51,0,64,78,265,240,0,238,266,57,175,80,50
259,149,31,40,59,63,90,243,41,69,147,0,144,48,53
6474,6088,8898,858,7443,2226,4335,6246,4538,10019,5421,9224,2865,811,7072
623,894,154,12,305,203,1055,696,383,800,357,406,692,57,475
2350,2178,1993,94,1875,424,1468,2099,1238,1362,965,856,457,170,934
4838,4038,3734,230,4171,1001,2576,4984,1955,4045,2084,2159,1316,449,1979
306,393,0,0,0,0,0,0,101,3,41,176,0,28,215
464,402,441,30,1041,234,241,420,693,425,166,428,415,106,524
740,575,812,56,798,168,248,650,547,758,661,517,287,0,374
1435,1245,339,264,525,160,855,1233,276,835,255,138,478,146,725
1104,1283,402,90,776,369,2186,1659,914,1187,777,491,1016,84,1151
1746,4751,586,3012,5625,1181,4281,5068,2301,2795,7371,2362,1204,72,1836
99,152,172,118,391,103,430,172,350,262,253,184,116,52,139
65,12,45,22,8,48,21,10,0,57,45,205,20,45,21
332,345,128,17,147,120,1461,288,95,238,205,67,198,8,151
1112,1954,449,91,554,789,6727,994,1485,603,1986,384,1167,27,1549
226,189,172,51,90,109,312,315,178,398,437,270,177,0,193
245,109,375,0,302,113,157,151,325,271,124,93,130,0,119
211,921,517,40,667,187,875,749,404,618,395,444,390,90,576
337,151,476,147,58,42,746,148,121,202,250,371,82,0,165
2094,1604,2395,117,2335,576,889,2274,1582,1642,1013,1045,854,88,845
32,45,0,0,235,0,202,467,0,0,150,0,11,13,184
15,48,24,0,27,0,0,63,58,18,10,0,0,0,0
39,132,29,26,45,61,74,221,60,81,6,50,68,0,0
1065,733,523,0,1152,264,481,1458,264,684,947,487,870,28,988
151,128,48,0,22,50,540,93,116,0,61,78,71,26,0
5509,2816,3769,260,4487,1678,4754,4162,3960,4581,2131,1183,1687,687,1624
2380,1479,1801,158,1049,435,1147,1220,2154,1923,304,578,950,222,1284
7347,400,456,57,911,164,1076,743,236,1442,179,4321,641,1254,534
19837,9967,8853,2181,10040,6395,9294,8564,9095,11125,3745,7586,3711,3404,3631
2220,2017,850,281,989,381,929,1806,1852,1372,754,614,1135,591,742
1916,2056,0,574,0,5196,1000,3620,11941,2344,706,4756,2470,0,1205
524,60,646,119,1463,102,658,584,193,26,26,21,102,0,512
17193,20065,11770,3901,16309,9736,20525,15597,13044,12841,6994,9800,6292,7452,8996
2329,3157,3362,487,3017,1557,3575,3101,3609,6244,2498,1441,2207,620,2384
1670,1867,1435,83,1040,364,626,1558,686,942,579,559,594,68,848
1682,1016,450,105,798,220,1740,1398,305,862,757,313,489,418,447
350,165,62,0,99,18,222,486,0,111,133,67,67,0,0
2568,1486,1424,377,1126,551,2091,1731,892,1718,1056,883,828,267,1189
989,1128,653,126,433,579,2351,1420,658,922,1143,331,639,579,956
69,29,53,0,112,18,20,8,0,59,4,0,0,0,0
2046,1513,2454,1032,1974,666,1328,1716,1786,2558,1410,1514,621,845,871
324,88,0,0,28,220,208,0,0,123,72,0,86,0,23
752,308,119,0,363,38,684,212,377,253,615,232,283,0,482
14,39,0,10,53,0,84,44,20,41,51,0,0,0,53
211181,213,475,0,38,0,640,0,80,1557,167,0,0,0,402
70,2,23,0,38,0,43,52,3,51,23,18,0,0,19
1157,776,182,145,669,264,801,695,427,502,448,332,151,110,87
1772,1003,2983,208,3831,519,1409,1770,4249,2748,1647,1630,1949,235,1779
7972,7363,15365,1472,11049,4124,3914,7426,6500,15985,9738,11603,6392,586,9263
0,44,135,0,13,0,150,200,0,98,69,29,42,0,104
8008,7863,11752,936,9656,3129,2775,7701,10046,9148,3533,6108,5364,638,3989
224,204,374,23,462,193,221,326,927,1015,207,539,781,90,771
34884,30556,22581,3432,19793,10371,19169,34094,16503,27893,11277,31168,9121,6854,16942
259,265,0,0,148,76,428,231,138,110,137,43,218,0,58
265,368,151,0,239,39,314,304,58,219,219,34,120,41,157
1710,1645,1255,508,1222,2284,4592,1965,800,1553,956,1301,614,980,439
801,881,1425,76,1090,1296,1996,927,1120,1038,889,783,541,448,232
2119,3222,4307,479,2573,1096,1618,2467,1895,3049,1817,1525,998,82,2371
413,888,392,117,419,126,462,723,563,766,341,239,437,42,673
2128,1846,1309,160,1752,727,7833,2705,1773,1593,1837,721,1142,1120,1458
389,0,496,0,581,133,275,282,598,628,415,321,190,0,0
376,164,353,0,324,38,62,311,417,488,407,117,137,0,347
455,317,97,0,208,75,150,196,113,181,496,115,148,0,241
74,95,154,76,126,8,66,309,157,244,293,0,198,0,75
0,57,0,0,0,0,235,29,0,0,85,32,33,0,85
89,66,101,0,120,61,80,135,46,20,96,93,91,96,0
365,54,83,0,76,38,37,124,37,203,88,58,54,0,143
378,257,947,86,974,302,317,916,2553,1450,858,609,678,119,724
1820,1678,866,166,2684,585,2129,2095,1277,1793,667,1416,611,349,607
778,655,861,45,762,299,403,705,719,721,345,822,365,68,520
2560,1524,1711,211,1330,538,1169,1781,1101,2315,762,902,482,426,1542
935,917,688,0,1616,333,360,925,1022,2224,724,580,630,0,840
817,2223,1495,118,1181,182,1067,1764,523,898,926,1572,483,320,2011
753,870,370,112,806,205,475,795,205,525,383,507,228,79,460
0,12,0,21,0,41,0,0,73,0,3,137,42,78,0
10123,9061,4588,1765,5594,3171,12470,11951,4904,9914,7983,3349,4482,1752,8873
516,461,314,58,358,171,441,250,201,474,132,220,197,148,317
1438,1467,1058,53,1567,128,495,1040,1223,1551,234,281,657,0,670
222,80,848,0,127,54,564,523,41,24,232,209,77,23,147
251,210,201,88,96,20,205,346,179,106,120,56,52,20,142
476,2392,378,189,919,361,1820,2141,479,584,442,141,425,104,321
41,58,0,0,54,0,36,98,180,37,19,0,41,0,70
4,582,570,41,127,88,7,52,299,5,362,5,114,0,147
1790,1515,848,250,1465,548,1989,1934,1118,2027,1020,982,845,276,890
2508,2286,7571,84,5180,1982,1978,2101,4456,6874,2017,3581,3459,618,2831
216,116,111,23,53,46,189,98,83,308,216,0,161,0,55
1926,1118,536,758,1157,494,1821,1598,599,1514,1278,431,471,62,908
982,443,476,152,302,160,820,827,286,688,509,260,217,86,587
585,226,181,22,0,110,510,462,126,208,283,79,299,0,383
230,140,139,0,69,35,287,130,111,45,27,38,92,0,0
183,124,69,0,88,27,98,137,0,26,46,100,20,0,189
226,225,187,0,53,73,352,287,89,240,275,0,244,0,297
211,147,157,0,68,54,120,106,0,56,153,67,22,0,138
390,175,180,0,122,33,241,118,26,45,41,289,41,0,303
27,35,143,0,25,10,33,30,69,17,14,36,0,0,0
879,626,412,29,528,39,2066,315,544,786,977,202,496,100,217
1640,1376,534,105,946,125,965,1312,286,857,571,280,440,94,450
3510,2372,1308,333,2133,1155,1986,3183,1091,1910,832,762,1078,626,2316
265,310,679,0,520,69,121,412,285,322,264,231,340,0,105
1167,1011,2418,89,2145,326,672,992,717,1283,768,1160,370,91,1310
69,45,683,0,448,19,76,81,22,184,103,27,39,0,2
0,61,130,0,182,8,35,22,0,93,22,81,96,0,0
3995,3137,2470,441,2554,713,1530,3832,1830,3228,1600,996,1073,282,978
58,34,0,0,102,20,39,47,0,73,55,0,31,0,0
72,152,439,22,138,41,152,91,101,0,314,109,44,0,0
53,32,11,7,106,34,45,65,0,26,28,68,35,0,0
1647,2091,500,94,609,1516,4500,2459,770,1564,1071,915,612,818,1468
1030,1051,545,184,266,319,1824,530,536,556,525,87,567,416,353
258,521,82,44,300,64,152,118,593,787,211,0,0,0,111
4220,3483,1227,373,1763,920,2141,4279,2038,1691,1340,1095,1889,551,2110
187,414,71,16,211,48,319,510,72,419,101,120,116,0,123
33,16,17,0,36,3,15,64,2,46,0,43,4,0,18
686,701,690,88,571,156,438,2229,328,996,287,772,208,66,272
1661,1652,4157,194,4155,1036,582,1852,4723,3158,1915,1962,2626,96,2426
19793,7063,12492,2527,13807,4751,5903,10460,9164,23327,6310,8795,3979,1615,4683
1182,1388,1158,0,458,234,736,1384,683,1340,609,195,774,0,690
751,421,472,105,786,180,603,645,524,625,294,249,348,133,286
487,365,291,24,441,107,445,527,189,675,201,189,176,30,358
379,169,258,100,120,37,642,255,90,180,145,57,42,266,230
3395,3647,11607,300,11045,1015,1162,4729,9721,19202,5158,1199,4654,237,9388
716,963,300,92,615,346,1343,1389,253,566,556,77,340,127,341
6439,7193,8794,536,7682,2322,6156,5573,7247,9726,6097,2249,3114,564,3850
1378,1013,892,86,1042,276,364,1013,539,1036,349,2646,668,286,701
131,187,33,44,66,136,158,966,152,121,177,319,70,0,121
2319,1799,943,160,1342,298,1698,1551,948,1777,962,464,622,99,858
3688,412,266,21,97,700,6756,46,341,239,103,5964,134,1155,183
952,251,0,456,42,15,199,270,0,419,0,1356,61,134,0
11635,1549,516,1485,880,8110,20472,1569,901,2915,451,27720,314,3026,648
